3, 1710, "Piece: hatch
Cycle: 9.664
Deposit: ship
Sandstorm: true
Piece: hatch
Cycle: 20.143
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 20.32
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 7.296
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 25.055
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 28.035
Deposit: ship
Sandstorm: false
", 1, middle, 4, 20.1765, 80.706, 2, 14.903500000000001, 29.807000000000002, 6, 0, true, false, true, false, 1, success, undefined, undefined, true, true, true, false, false, false, false, false, false, false, true, 6, false, true, false, Average, God, 
3, 1710, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, 0, NaN, false, false, false, false, 0, undefined, undefined, undefined, true, false, false, false, false, false, false, false, false, false, false, 6, false, false, false, N/A, God, 
11, 1710, "Piece: hatch
Cycle: 10.527
Deposit: ship
Sandstorm: true
Piece: hatch
Cycle: 1.537
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 6.617
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 5.898
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 6.23
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 9.155
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 3.66
Deposit: ship
Sandstorm: false
Piece: hatch
Cycle: 5.218
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 3.576
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 3.57
Deposit: rocket
Sandstorm: false
", 0, middle, 7, 5.5294285714285705, 38.705999999999996, 3, 5.760666666666666, 17.282, 10, 0, true, false, true, false, 2, success, noattempt, noattempt, true, true, true, false, true, true, false, false, false, false, true, 9, true, true, false, Average, Blake Gomez, 
24, 1710, "Piece: hatch
Cycle: 9.595
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 11.882
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 1.95
Deposit: ship
Sandstorm: false
Piece: hatch
Cycle: 8.166
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 6.764
Deposit: ship
Sandstorm: false
Piece: hatch
Cycle: 8.341
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 2.065
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 8.618
Deposit: rocket
Sandstorm: false
", 1, middle, 4, 5.66525, 22.661, 4, 8.680000000000001, 34.720000000000006, 8, 0, true, false, true, false, 2, success, noattempt, noattempt, true, true, true, false, true, true, false, false, false, false, true, 10, true, true, false, Stellar, Quinlan, 
29, 1710, "Piece: hatch
Cycle: 7.461
Deposit: ship
Sandstorm: true
Piece: hatch
Cycle: 5.724
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 6.723
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 4.381
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 6.533
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 10.809
Deposit: ship
Sandstorm: false
Piece: hatch
Cycle: 24.9
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 4.828
Deposit: rocket
Sandstorm: false
", 1, middle, 3, 6.672666666666667, 20.018, 5, 10.2682, 51.341, 8, 0, true, false, true, false, 1, success, noattempt, noattempt, true, true, true, false, true, true, false, false, false, false, true, 8, true, true, false, Average, Dawson Wright, 
38, 1710, "Piece: hatch
Cycle: 13.471
Deposit: ship
Sandstorm: true
Piece: hatch
Cycle: 14.2
Deposit: rocket
Sandstorm: true
Piece: hatch
Cycle: 18.504
Deposit: rocket
Sandstorm: true
Piece: hatch
Cycle: 9.484
Deposit: rocket
Sandstorm: true
Piece: hatch
Cycle: 8.633
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 3.438
Deposit: drop
Sandstorm: true
", 1, middle, 0, NaN, NaN, 5, 12.8584, 64.292, 6, 0.16666666666666666, true, false, true, false, 5, success, noattempt, noattempt, true, true, true, false, true, false, false, false, false, false, true, 6, false, true, false, Stellar, Justin Weeks, 
50, 1710, "Piece: hatch
Cycle: 7.015
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 6.969
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 3.402
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 3.051
Deposit: ship
Sandstorm: false
Piece: hatch
Cycle: 5.65
Deposit: drop
Sandstorm: false
Piece: hatch
Cycle: 10.743
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 11.856
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 9.773
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 5.738
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 10.735
Deposit: rocket
Sandstorm: false
", 1, middle, 5, 5.979, 29.895, 4, 9.84675, 39.387, 10, 0.1, true, false, true, false, 1, success, noattempt, noattempt, true, true, true, false, true, true, false, false, false, false, true, 8, true, true, false, Average, Dawson Wright, 
50, 1710, "Piece: hatch
Cycle: 11.285
Deposit: ship
Sandstorm: true
Piece: hatch
Cycle: 12.353
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 7.087
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 6.321
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 32.718
Deposit: rocket
Sandstorm: true
Piece: hatch
Cycle: 13.733
Deposit: rocket
Sandstorm: true
Piece: hatch
Cycle: 19.751
Deposit: ship
Sandstorm: true
Piece: hatch
Cycle: 12.058
Deposit: rocket
Sandstorm: true
Piece: cargo
Cycle: 16.576
Deposit: rocket
Sandstorm: true
", 1, middle, 4, 15.675500000000001, 62.702000000000005, 5, 13.836000000000002, 69.18, 9, 0, true, false, true, false, 9, success, undefined, undefined, true, true, true, false, true, true, false, false, false, false, true, 6, false, true, false, Stellar, God, 
62, 1710, "Piece: hatch
Cycle: 11.827
Deposit: ship
Sandstorm: true
Piece: hatch
Cycle: 6.2
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 13.001
Deposit: drop
Sandstorm: false
Piece: cargo
Cycle: 14.5
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 7.25
Deposit: drop
Sandstorm: false
Piece: cargo
Cycle: 7.5
Deposit: drop
Sandstorm: false
Piece: cargo
Cycle: 4.602
Deposit: drop
Sandstorm: false
", 1, middle, 1, 14.5, 14.5, 2, 9.0135, 18.027, 7, 0.5714285714285714, true, false, true, false, 1, success, noattempt, noattempt, true, true, true, false, true, false, false, false, false, false, true, 10, false, true, false, Stellar, Justin Weeks, 
69, 1710, "Piece: hatch
Cycle: 202.77
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 7.17
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 9.561
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 8.297
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 2.031
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 1.02
Deposit: rocket
Sandstorm: true
", 1, middle, 5, 5.6158, 28.079, 1, 202.77, 202.77, 6, 0, true, false, true, false, 6, noattempt, noattempt, noattempt, true, true, true, false, true, true, false, false, false, false, true, 6, true, true, false, Stellar, Brandon G., 
