4, 2506, "Piece: hatch
Cycle: 206.586
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 70.178
Deposit: drop
Sandstorm: false
Piece: cargo
Cycle: 3.74
Deposit: ship
Sandstorm: false
", 1, middle, 1, 3.74, 3.74, 1, 206.586, 206.586, 3, 0.3333333333333333, true, undefined, true, false, 1, success, undefined, undefined, true, true, true, false, true, true, false, true, false, false, true, 4, false, true, false, Poor, Teo Rosales, 
18, 2506, "Piece: hatch
Cycle: 31.302
Deposit: ship
Sandstorm: true
Piece: hatch
Cycle: 23.512
Deposit: ship
Sandstorm: true
Piece: hatch
Cycle: 11.442
Deposit: ship
Sandstorm: true
Piece: hatch
Cycle: 10.848
Deposit: rocket
Sandstorm: true
Piece: hatch
Cycle: 0.609
Deposit: drop
Sandstorm: true
Piece: hatch
Cycle: 14.035
Deposit: rocket
Sandstorm: true
", 1, left, 0, NaN, NaN, 5, 18.2278, 91.139, 6, 0.16666666666666666, true, false, true, false, 5, success, noattempt, noattempt, true, true, true, true, true, true, true, true, false, false, true, 4, true, true, false, Average, Melvin Loo, 
25, 2506, "Piece: hatch
Cycle: 11.649
Deposit: drop
Sandstorm: false
Piece: hatch
Cycle: 9.753
Deposit: ship
Sandstorm: false
Piece: hatch
Cycle: 1.652
Deposit: drop
Sandstorm: false
Piece: hatch
Cycle: 13.114
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 14.907
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 9.229
Deposit: drop
Sandstorm: false
", 1, middle, 0, NaN, NaN, 3, 12.591333333333333, 37.774, 6, 0.5, true, false, true, false, 0, success, noattempt, noattempt, true, true, true, false, true, true, false, true, false, true, true, 7, true, false, false, Average, Brandon G., 
31, 2506, "Piece: hatch
Cycle: 5.561
Deposit: ship
Sandstorm: true
Piece: hatch
Cycle: 4.97
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 4.767
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 6.8
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 11.578
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 6.786
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 4.069
Deposit: rocket
Sandstorm: false
", 1, right, 2, 5.4275, 10.855, 5, 6.735200000000001, 33.676, 7, 0, true, false, true, false, 1, success, noattempt, noattempt, true, true, false, false, true, true, true, true, false, false, true, 7, true, false, false, Average, Kyle, 
41, 2506, "Piece: hatch
Cycle: 6.807
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 10.297
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 20.212
Deposit: drop
Sandstorm: false
Piece: hatch
Cycle: 17.39
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 22.72
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 11.296
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 24.185
Deposit: drop
Sandstorm: false
", 1, right, 0, NaN, NaN, 5, 13.701999999999998, 68.50999999999999, 7, 0.2857142857142857, true, false, true, false, 0, success, undefined, undefined, true, true, false, false, false, false, false, false, false, false, false, 6, true, false, false, Average, God, 
46, 2506, "Piece: hatch
Cycle: 2.335
Deposit: ship
Sandstorm: true
Piece: hatch
Cycle: 0.882
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 13.429
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 0.434
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 0.418
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 0.435
Deposit: drop
Sandstorm: false
Piece: cargo
Cycle: 0.335
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 0.417
Deposit: drop
Sandstorm: false
Piece: cargo
Cycle: 0.385
Deposit: rocket
Sandstorm: false
", 1, left, 2, 0.36, 0.72, 5, 3.4996, 17.498, 9, 0.2222222222222222, true, true, true, false, 1, success, noattempt, noattempt, true, true, false, false, true, true, true, false, false, false, false, 7, true, true, false, Average, Charlie Bergdall, 
59, 2506, "Piece: hatch
Cycle: 10.833
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 8.906
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 7.509
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 7.201
Deposit: ship
Sandstorm: true
Piece: hatch
Cycle: 10.56
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 12.461
Deposit: drop
Sandstorm: true
Piece: cargo
Cycle: 7.25
Deposit: drop
Sandstorm: true
", 1, middle, 3, 7.872, 23.616, 2, 10.6965, 21.393, 7, 0.2857142857142857, true, false, true, false, 5, success, noattempt, noattempt, true, true, true, false, true, false, false, false, false, false, true, 5, false, true, false, Average, Justin Weeks, 
66, 2506, "Piece: hatch
Cycle: 7.237
Deposit: ship
Sandstorm: true
Piece: hatch
Cycle: 9.702
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 6.609
Deposit: drop
Sandstorm: false
Piece: cargo
Cycle: 6.723
Deposit: drop
Sandstorm: false
Piece: cargo
Cycle: 10.728
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 6.423
Deposit: ship
Sandstorm: false
Piece: hatch
Cycle: 6.564
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 10.421
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 4.75
Deposit: rocket
Sandstorm: false
Piece: cargo
Cycle: 7.05
Deposit: rocket
Sandstorm: false
", 1, middle, 4, 7.23775, 28.951, 4, 8.481, 33.924, 10, 0.2, true, false, true, false, 1, success, noattempt, noattempt, true, true, true, false, true, true, false, false, false, false, true, 6, true, true, false, Stellar, Dawson Wright, 
79, 2506, "Piece: hatch
Cycle: 7.228
Deposit: ship
Sandstorm: true
Piece: cargo
Cycle: 7.451
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 13.464
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 48.152
Deposit: ship
Sandstorm: false
Piece: hatch
Cycle: 5.214
Deposit: rocket
Sandstorm: false
", 1, middle, 3, 23.022333333333336, 69.06700000000001, 2, 6.221, 12.442, 5, 0, true, true, true, false, 1, success, noattempt, noattempt, true, true, true, false, true, true, false, false, false, false, true, 6, false, true, false, Average, Ryan Hovey, 
87, 2506, "Piece: hatch
Cycle: 4.783
Deposit: ship
Sandstorm: true
Piece: hatch
Cycle: 8.074
Deposit: rocket
Sandstorm: false
Piece: hatch
Cycle: 2.532
Deposit: drop
Sandstorm: false
Piece: cargo
Cycle: 19.081
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 7.247
Deposit: ship
Sandstorm: false
Piece: cargo
Cycle: 16.377
Deposit: rocket
Sandstorm: false
", 1, middle, 3, 14.235, 42.705, 2, 6.4285, 12.857, 6, 0.16666666666666666, true, false, true, false, 1, success, noattempt, noattempt, true, true, true, false, true, true, false, false, false, false, true, 10, true, true, true, Average, Dawson Wright, 
