300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
300, 90000, "", 0, N/A, 0, NaN, NaN, 0, NaN, NaN, -1, NaN, false, false, false, false, 0, undefined, undefined, undefined, false, false, false, false, false, false, false, false, false, false, undefined, false, 6, false, false, false, N/A, 
